GNF_REG_ID	CPD_SID	ASSAY_ID	ASSAY_NAME	Cell line name	EXP_ID	FUZZY	IC50	STDV	R2	NOTE	TOP	BOTTOM	SLOPE	20	5	1.25	0.3125	0.07813	0.019531	0.004883	0.0012207
GNF-00-0526-5527-3	SID11341240	6409	HCC-44-ECHO	HCC-44	70572	>	20.0				0.988	0.3		0.702	0.854	1.092	0.833	1.054	1.205	0.872	0.988
GNF-00-0526-5527-3	SID11341240	6409	HCC-44-ECHO	HCC-44	70572	>	20.0		0.877		1.092	0.0	-1.557	0.58	0.978	1.104	1.208	0.997	1.107	1.12	1.009
GNF-00-0526-5527-3	SID11341240	6409	HCC-44-ECHO	HCC-44	70572	>	20.0				0.869	0.3		0.799	1.09	1.138	0.932	1.029	1.014	1.047	0.869
GNF-00-0526-5527-3	SID11341240	6392	HCC70-ECHO	HCC70	71081	>	20.0				0.992	0.3		0.989	0.95	1.198	0.854	1.02	0.907	1.093	0.992
GNF-00-0526-5527-3	SID11341240	6392	HCC70-ECHO	HCC70	71081	>	20.0				0.875	0.3		0.976	0.983	0.888	1.128	0.897	1.275	1.024	0.875
GNF-00-0526-5527-3	SID11341240	6392	HCC70-ECHO	HCC70	71081	>	20.0				1.0	0.3		1.02	0.94	0.908	0.955	0.99	0.929	1.191	1
GNF-00-0526-5527-3	SID11341240	6330	HCC-78-ECHO	HCC-78	69958	>	20.0		0.807		0.914	0.007	-3.33	0.675	0.921	0.953	0.86	0.868	0.909	0.984	0.898
GNF-00-0526-5527-3	SID11341240	6330	HCC-78-ECHO	HCC-78	69958	>	20.0				0.837	0.3		0.908	0.999	0.707	0.941	0.809	1.04	1.028	0.837
GNF-00-0526-5527-3	SID11341240	6330	HCC-78-ECHO	HCC-78	69958	>	20.0				0.934	0.3		0.858	1.129	0.89	1.134	0.997	0.951	0.913	0.934
GNF-00-0526-5527-3	SID11341240	6410	HCT-15-ECHO	HCT-15	70573	>	20.0				1.0	0.3		0.61	0.85	0.593	0.656	0.992	1.095	0.862	1
GNF-00-0526-5527-3	SID11341240	6410	HCT-15-ECHO	HCT-15	70573	>	20.0				0.931	0.3		0.741	1.017	1.043	1.032	0.686	0.761	0.911	0.931
GNF-00-0526-5527-3	SID11341240	6410	HCT-15-ECHO	HCT-15	70573	>	20.0				1.2	0.3		0.836	0.859	0.697	1.052	1.052	0.854	0.838	1.216
GNF-00-0526-5527-3	SID11341240	6331	HEC-251-ECHO	HEC-251	69959	>	20.0		0.64		0.975	0.0	-3.328	0.784	1.038	0.996	0.964	0.941	1.036	0.963	0.886
GNF-00-0526-5527-3	SID11341240	6331	HEC-251-ECHO	HEC-251	69959	>	20.0				0.866	0.3		1.056	0.947	1.01	1.002	0.99	0.888	0.944	0.866
GNF-00-0526-5527-3	SID11341240	6331	HEC-251-ECHO	HEC-251	69959	>	20.0				1.146	0.3		0.745	0.977	1.033	0.947	0.867	1.005	1.158	1.146
GNF-00-0526-5527-3	SID11341240	6332	HEC-265-ECHO	HEC-265	73831	=	7.488	4.779	0.906	Curve Extrapolation (Bottom)	1.2	0.0	-0.648	0.367	0.784	0.821	1.09	1.059	1.318	1.142	1.318
GNF-00-0526-5527-3	SID11341240	6332	HEC-265-ECHO	HEC-265	73831	=	11.679	5.772	0.877	Curve Extrapolation (Bottom)	1.145	0.0	-1.139	0.389	0.861	1.014	0.703	1.15	1.214	0.95	1.289
GNF-00-0526-5527-3	SID11341240	6332	HEC-265-ECHO	HEC-265	73831	=	3.16	1.567	0.96	Outlier	1.2	0.3	-1.784	0.4	0.553	1.074	0.906	1.15	1.324	1.288	0.909
GNF-00-0526-5527-3	SID11341240	6389	Hey-A8-ECHO	Hey-A8	71078	=	2.403	0.869	0.951	Steep Curve	1.081	0.201	-2.026	0.2167	0.358	0.906	1.023	1.03	1.085	0.985	1.262
GNF-00-0526-5527-3	SID11341240	6389	Hey-A8-ECHO	Hey-A8	71078	=	2.934	1.074	0.94	Steep Curve	1.0	0.185	-2.342	0.1916	0.37	0.892	1.11	0.917	0.985	1.117	0.878
GNF-00-0526-5527-3	SID11341240	6389	Hey-A8-ECHO	Hey-A8	71078	=	2.798	0.386	0.99	Steep Curve	0.952	0.177	-3.33	0.1807	0.2711	0.909	0.93	0.882	0.984	0.97	0.986
GNF-00-0526-5527-3	SID11341240	6274	Hs578T-ECHO	Hs578T	69888	>	20.0				1.035	0.3		0.912	0.845	0.824	1.024	1.16	1.08	1.192	1.035
GNF-00-0526-5527-3	SID11341240	6274	Hs578T-ECHO	Hs578T	69888	>	20.0				1.12	0.3		0.906	1.225	0.982	0.88	1.07	1.07	1.01	1.12
GNF-00-0526-5527-3	SID11341240	6274	Hs578T-ECHO	Hs578T	69888	>	20.0		0.824		0.952	0.0	-3.33	0.806	0.981	0.95	0.947	0.978	1.054	0.95	0.905
GNF-00-0526-5527-3	SID11341240	6233	Hs766T-ECHO	Hs766T	69872	>	20.0				0.8	0.3		0.96	1.102	1.235	1.438	0.977	1.044	0.969	0.399
GNF-00-0526-5527-3	SID11341240	6233	Hs766T-ECHO	Hs766T	69872	>	20.0		0.737		1.187	0.0	-3.33	0.796	1.235	1.183	1.08	1.109	1.264	1.314	1.117
GNF-00-0526-5527-3	SID11341240	6233	Hs766T-ECHO	Hs766T	69872	>	20.0				1.119	0.3		0.893	1.078	0.922	1.226	1.143	1.01	1.036	1.119
GNF-00-0526-5527-3	SID11341240	6300	Hs944.T-ECHO	Hs944.T	69892	>	20.0		0.939		1.016	0.3	-1.156	0.689	0.897	1.029	0.971	1.038	0.98	1.048	1.008
GNF-00-0526-5527-3	SID11341240	6300	Hs944.T-ECHO	Hs944.T	69892	>	20.0				1.038	0.3		0.694	0.926	0.946	0.977	0.95	0.995	1.048	1.038
GNF-00-0526-5527-3	SID11341240	6300	Hs944.T-ECHO	Hs944.T	69892	>	20.0		0.973		1.02	0.3	-0.868	0.736	0.89	0.98	1.03	1.038	1.117	0.999	1.001
GNF-00-0526-5527-3	SID11341240	6359	HT-1197-ECHO	HT-1197	69916	=	3.812	0.442	0.873	Steep Curve	0.874	0.3	-3.33	0.342	0.455	0.945	1.014	0.794	0.854	0.873	0.756
GNF-00-0526-5527-3	SID11341240	6359	HT-1197-ECHO	HT-1197	69916	=	2.38	0.533	0.964	Steep Curve	0.934	0.3	-3.33	0.406	0.341	0.873	0.899	0.899	0.977	0.72	0.954
GNF-00-0526-5527-3	SID11341240	6359	HT-1197-ECHO	HT-1197	69916	=	1.422	1.362	0.9		1.021	0.28	-1.196	0.343	0.353	0.735	0.876	0.935	1.167	0.866	1.101
GNF-00-0526-5527-3	SID11341240	6419	HT-29-ECHO	HT-29	70216	>	20.0				0.856	0.3		0.859	0.964	0.984	0.973	1.007	0.965	1.07	0.856
GNF-00-0526-5527-3	SID11341240	6419	HT-29-ECHO	HT-29	70216	>	20.0				0.87	0.3		0.916	0.92	1.026	0.966	1.078	0.92	0.867	0.87
GNF-00-0526-5527-3	SID11341240	6419	HT-29-ECHO	HT-29	70216	>	20.0				0.939	0.3		0.978	0.979	0.971	0.99	0.974	0.995	0.891	0.939
GNF-00-0526-5527-3	SID11341240	6674	huH-1-ECHO	huH-1	73832	>	20.0				1.067	0.3		0.873	1.031	0.901	1.082	1.059	1.126	0.942	1.067
GNF-00-0526-5527-3	SID11341240	6674	huH-1-ECHO	huH-1	73832	>	20.0				0.99	0.3		0.758	0.945	0.958	0.909	1.091	0.956	1.2	0.99
GNF-00-0526-5527-3	SID11341240	6674	huH-1-ECHO	huH-1	73832	>	20.0		0.949		0.981	0.3	-1.777	0.679	0.939	0.984	0.869	0.927	1.006	0.982	1.004
GNF-00-0526-5527-3	SID11341240	6371	HuH-7-ECHO	HuH-7	70217	>	20.0				1.036	0.3		0.794	0.91	0.984	0.902	1.211	1.029	1.113	1.036
GNF-00-0526-5527-3	SID11341240	6371	HuH-7-ECHO	HuH-7	70217	>	20.0				1.102	0.3		0.843	0.924	0.963	0.915	1.133	0.936	0.969	1.102
GNF-00-0526-5527-3	SID11341240	6371	HuH-7-ECHO	HuH-7	70217	>	20.0		0.794		1.03	0.277	-2.903	0.831	1.023	1.084	0.971	1.053	0.999	1.015	1.058
GNF-00-0526-5527-3	SID11341240	6371	HuH-7-ECHO	HuH-7	73833	>	20.0		0.832		1.078	0.3	-1.357	0.849	1.018	1.112	1.058	1.092	1.229	1.01	1.119
GNF-00-0526-5527-3	SID11341240	6371	HuH-7-ECHO	HuH-7	73833	>	20.0		0.946		1.069	0.0	-2.229	0.545	1.023	1.076	1.115	0.989	1.036	1.219	1.128
GNF-00-0526-5527-3	SID11341240	6371	HuH-7-ECHO	HuH-7	73833	>	20.0		0.841		0.981	0.284	-3.303	0.72	1.141	1.021	0.979	1.041	0.912	0.948	0.985
GNF-00-0526-5527-3	SID11341240	6675	HUP-T3-ECHO	HUP-T3	73834	>	20.0				0.949	0.3		0.809	1.181	1.2	1.074	0.932	1.004	0.802	0.949
GNF-00-0526-5527-3	SID11341240	6675	HUP-T3-ECHO	HUP-T3	73834	>	20.0				1.054	0.3		0.853	0.808	0.864	1.068	1.09	1.074	0.89	1.054
GNF-00-0526-5527-3	SID11341240	6675	HUP-T3-ECHO	HUP-T3	73834	>	20.0				1.2	0.3		0.785	0.894	1.07	1.129	0.898	1.038	0.91	1.203
GNF-00-0526-5527-3	SID11341240	6473	HUP-T4-ECHO	HUP-T4	70843	>	20.0				1.034	0.3		0.999	0.92	1.15	1.046	0.723	1.142	0.893	1.034
GNF-00-0526-5527-3	SID11341240	6473	HUP-T4-ECHO	HUP-T4	70843	>	20.0				0.862	0.3		0.824	0.957	0.872	1.053	0.972	0.879	0.955	0.862
GNF-00-0526-5527-3	SID11341240	6473	HUP-T4-ECHO	HUP-T4	70843	>	20.0				0.8	0.3		0.694	0.736	0.954	0.878	1.324	0.928	1.114	0.728
GNF-00-0526-5527-3	SID11341240	6195	HuTu 80-ECHO	HuTu 80	73835	=	1.737	0.5	0.987		1.008	0.0	-1.125	0.0615	0.2052	0.645	0.812	1.011	1.035	0.952	1.035
GNF-00-0526-5527-3	SID11341240	6195	HuTu 80-ECHO	HuTu 80	73835	=	1.967	0.596	0.984		0.984	0.0	-1.34	0.0601	0.1822	0.683	0.844	0.951	0.983	1.072	0.951
GNF-00-0526-5527-3	SID11341240	6195	HuTu 80-ECHO	HuTu 80	73835	=	2.208	0.425	0.983		0.949	0.021	-1.912	0.0452	0.1648	0.738	0.84	0.899	0.988	0.954	1.022
GNF-00-0526-5527-3	SID11341240	6411	IGROV1-ECHO	IGROV1	70574	=	14.118	6.727	0.829	Low Confidence	0.831	0.0	-1.506	0.3051	0.702	0.753	0.879	0.982	1.19	0.699	0.807
GNF-00-0526-5527-3	SID11341240	6676	IMR-32-ECHO	IMR-32	73836	=	5.737	3.074	0.947		1.015	0.0	-2.397	0	0.609	0.897	1.071	0.884	0.977	1.104	1.122
GNF-00-0526-5527-3	SID11341240	6676	IMR-32-ECHO	IMR-32	73836	=	6.272	1.014	0.981		0.946	0.01	-3.33	0.0293	0.645	1.024	0.889	0.952	0.936	0.983	0.89
GNF-00-0526-5527-3	SID11341240	6676	IMR-32-ECHO	IMR-32	73836	=	7.527	1.111	0.961		0.985	0.0	-3.33	0.02233	0.788	0.916	0.986	0.865	1.083	1.03	1.022
GNF-00-0526-5527-3	SID11341240	6474	J82-ECHO	J82	70844	=					0.8	0.3		0.531	0.46	1.007	1.073	0.807	1.104	0.802	0.419
GNF-00-0526-5527-3	SID11341240	6474	J82-ECHO	J82	70844	>	20.0				0.8	0.3		1.247	0.72	1.018	0.864	0.864	1.003	0.611	0.75
GNF-00-0526-5527-3	SID11341240	6474	J82-ECHO	J82	70844	=	7.616	4.267	0.915		0.897	0.3	-1.574	0.419	0.678	0.897	0.678	0.907	1.196	0.967	0.792
GNF-00-0526-5527-3	SID11341240	6475	JHH-1-ECHO	JHH-1	70845	=	3.556	1.801	0.965		0.959	0.283	-1.31	0.343	0.558	0.795	0.993	0.921	1.02	0.891	0.96
GNF-00-0526-5527-3	SID11341240	6475	JHH-1-ECHO	JHH-1	70845	=	5.841	2.774	0.922	Missing Bottom	1.006	0.0	-0.606	0.316	0.545	0.723	0.805	0.983	0.963	1.121	0.879
GNF-00-0526-5527-3	SID11341240	6475	JHH-1-ECHO	JHH-1	70845	=	6.152	1.873	0.975	Missing Bottom	1.01	0.0	-0.666	0.3042	0.57	0.703	0.941	0.938	0.978	0.955	1.059
GNF-00-0526-5527-3	SID11341240	6234	JHOS-2-ECHO	JHOS-2	69873	>	20.0				1.053	0.3		0.926	0.864	1.062	1.053	1.018	0.912	1.097	1.053
GNF-00-0526-5527-3	SID11341240	6234	JHOS-2-ECHO	JHOS-2	69873	>	20.0				0.996	0.3		1.045	0.937	0.951	1	1.031	0.982	1.085	0.996
GNF-00-0526-5527-3	SID11341240	6234	JHOS-2-ECHO	JHOS-2	69873	>	20.0				1.171	0.3		1.054	1	0.919	1.099	1.036	1.149	1.054	1.171
GNF-00-0526-5527-3	SID11341240	6518	JHUEM-1-ECHO	JHUEM-1	72422	=	3.894	0.834	0.97		0.89	0.14	-3.33	0.1443	0.366	0.889	0.919	0.953	0.899	1.393	0.775
GNF-00-0526-5527-3	SID11341240	6518	JHUEM-1-ECHO	JHUEM-1	72422	=								0.2838	0.429	0.568	0.647	1.04	1.01	0.898	1.218
GNF-00-0526-5527-3	SID11341240	6518	JHUEM-1-ECHO	JHUEM-1	72422	=	4.025	0.43	0.991		0.859	0.102	-2.001	0.131	0.4	0.79	0.869	0.886	1.269	0.8	0.879
GNF-00-0526-5527-3	SID11341240	6677	KALS-1-ECHO	KALS-1	73837	=	1.277	1.165	0.948		0.976	0.0	-0.562	0.1331	0.325	0.472	0.752	0.792	0.746	0.998	0.998
GNF-00-0526-5527-3	SID11341240	6677	KALS-1-ECHO	KALS-1	73837	=	1.236	0.271	0.963		1.117	0.144	-3.33	0.1308	0.1673	0.619	1.146	1.227	1.151	1.128	0.925
GNF-00-0526-5527-3	SID11341240	6404	KATO III-ECHO	KATO III	70218	>	20.0				1.01	0.3		0.814	1.007	0.91	0.865	0.907	1.03	1.142	1.01
GNF-00-0526-5527-3	SID11341240	6404	KATO III-ECHO	KATO III	70218	>	20.0				1.03	0.3		0.895	1.032	0.95	0.838	0.935	1.072	1.024	1.03
GNF-00-0526-5527-3	SID11341240	6404	KATO III-ECHO	KATO III	70218	>	20.0				1.039	0.3		0.869	0.955	0.902	0.913	0.997	1.002	1.013	1.039
GNF-00-0526-5527-3	SID11341240	6535	KG-1-ECHO	KG-1	71842	=	14.307	14.078	0.816	Flat Curve	0.893	0.0	-0.499	0.412	0.559	0.732	0.646	0.884	0.978	0.896	0.783
GNF-00-0526-5527-3	SID11341240	6535	KG-1-ECHO	KG-1	71842	=	12.363	9.739	0.925	Flat Curve	1.132	0.0	-0.349	0.553	0.596	0.804	0.865	1.029	0.949	1.144	1.043
GNF-00-0526-5527-3	SID11341240	6213	KM12-ECHO	KM12	70575	>	20.0				1.176	0.3		0.989	1.131	0.883	0.938	1.047	1.127	0.984	1.176
GNF-00-0526-5527-3	SID11341240	6213	KM12-ECHO	KM12	70575	>	20.0				1.07	0.3		1.137	0.946	1.145	1.025	0.821	1.067	0.811	1.07
GNF-00-0526-5527-3	SID11341240	6213	KM12-ECHO	KM12	70575	>	20.0				1.094	0.3		1.056	0.951	0.866	0.96	0.909	1.062	1.008	1.094
GNF-00-0526-5527-3	SID11341240	6679	KMBC-2-ECHO	KMBC-2	73838	>	20.0				1.105	0.3		0.636	0.777	0.93	0.943	0.928	1.032	1.053	1.105
GNF-00-0526-5527-3	SID11341240	6679	KMBC-2-ECHO	KMBC-2	73838	=	19.125	12.294	0.855	Curve Extrapolation (Bottom)	1.075	0.0	-0.721	0.534	0.747	1.013	0.991	0.976	1.133	0.954	1.191
GNF-00-0526-5527-3	SID11341240	6679	KMBC-2-ECHO	KMBC-2	73838	=	19.773	4.873	0.962	Curve Extrapolation (Bottom)	1.049	0.0	-0.94	0.529	0.803	0.994	1.035	1.05	1.114	1.021	0.989
GNF-00-0526-5527-3	SID11341240	6235	KMRC-20-ECHO	KMRC-20	69874	>	20.0				0.877	0.3		0.911	0.96	0.859	0.929	0.954	1.087	1.002	0.877
GNF-00-0526-5527-3	SID11341240	6235	KMRC-20-ECHO	KMRC-20	69874	>	20.0				0.978	0.3		0.78	0.835	0.909	0.946	1.04	0.972	1.042	0.978
GNF-00-0526-5527-3	SID11341240	6235	KMRC-20-ECHO	KMRC-20	69874	>	20.0		0.849		1.004	0.288	-2.164	0.775	0.984	1.04	0.976	1.064	0.96	1.001	0.986
GNF-00-0526-5527-3	SID11341240	6536	KMS-11-ECHO	KMS-11	71843	>	20.0				1.2	0.3		0.889	0.809	0.806	0.984	1.071	1.396	1.053	1.512
GNF-00-0526-5527-3	SID11341240	6536	KMS-11-ECHO	KMS-11	71843	=								0.651	0.814	0.587	0.751	1.09	1.014	1.184	1.262
GNF-00-0526-5527-3	SID11341240	6536	KMS-11-ECHO	KMS-11	71843	>	20.0		0.641		1.2	0.0	-0.463	0.673	0.833	0.807	0.93	1.126	1.251	1.445	1.553
GNF-00-0526-5527-3	SID11341240	6537	KMS-26-ECHO	KMS-26	71844	>	20.0				1.013	0.3		0.632	0.936	0.872	1.001	0.929	1.073	1.059	1.013
GNF-00-0526-5527-3	SID11341240	6537	KMS-26-ECHO	KMS-26	71844	>	20.0		0.934		1.071	0.3	-0.633	0.745	0.871	0.999	1.041		1.025	1.035	1.126
GNF-00-0526-5527-3	SID11341240	6537	KMS-26-ECHO	KMS-26	71844	>	20.0		0.929		1.11	0.0	-0.588	0.626	0.774	0.936	1.086	1.112	1.038	1.167	1.046
GNF-00-0526-5527-3	SID11341240	6538	KMS-27-ECHO	KMS-27	71845	>	20.0				0.826	0.3		0.602	0.802	0.554	0.636	0.738	1.001	1.093	0.826
GNF-00-0526-5527-3	SID11341240	6538	KMS-27-ECHO	KMS-27	71845	=	10.532	7.993	0.913	Flat Curve	1.138	0.0	-0.33	0.5	0.738	0.726	0.778	0.978	0.946	1.083	1.133
GNF-00-0526-5527-3	SID11341240	6538	KMS-27-ECHO	KMS-27	71845	>	20.0		0.933		1.027	0.274	-0.331	0.59	0.72	0.753	0.639	0.91	0.891	1.04	0.961
GNF-00-0526-5527-3	SID11341240	6539	KMS-28BM-ECHO	KMS-28BM	71846	>	20.0		0.655		1.082	0.0	-0.979	0.627	0.851	1.114	1.014	1.252	0.982	0.902	1.199
GNF-00-0526-5527-3	SID11341240	6539	KMS-28BM-ECHO	KMS-28BM	71846	>	20.0		0.959		1.047	0.3	-0.668	0.701	0.84	0.975	0.973	1.077	1.037	0.866	1.027
GNF-00-0526-5527-3	SID11341240	6539	KMS-28BM-ECHO	KMS-28BM	71846	>	20.0				1.192	0.3		0.634	0.908	0.894	0.939	0.878	1.115	1.004	1.192
GNF-00-0526-5527-3	SID11341240	6540	KMS-34-ECHO	KMS-34	71847	=	6.112	4.959	0.927	Flat Curve	1.2	0.0	-0.33	0.581	0.585	0.722	0.774	0.972	1.119	1.097	1.195
GNF-00-0526-5527-3	SID11341240	6540	KMS-34-ECHO	KMS-34	71847	>	20.0				1.05	0.0		0.617	0.653	0.751	0.922	0.799	0.833	1.045	1.05
GNF-00-0526-5527-3	SID11341240	6540	KMS-34-ECHO	KMS-34	71847	>	20.0		0.888		1.047	0.0	-0.33	0.55	0.668	0.832	0.783	0.818	1.027	1.021	1.003
GNF-00-0526-5527-3	SID11341240	6334	KNS-62-ECHO	KNS-62	69960	>	20.0				1.051	0.3		0.813	0.918	0.906	0.973	1.065	0.977	1.13	1.051
GNF-00-0526-5527-3	SID11341240	6334	KNS-62-ECHO	KNS-62	69960	>	20.0				1.12	0.3		0.734	0.93	0.99	0.989	0.839	1.131	0.984	1.12
GNF-00-0526-5527-3	SID11341240	6334	KNS-62-ECHO	KNS-62	69960	>	20.0				0.802	0.3		0.797	0.971	0.963	1.001	1.073	1.088	1.038	0.802
GNF-00-0526-5527-3	SID11341240	6236	KNS-81-ECHO	KNS-81	69875	=	0.91	0.394	0.976		1.086	0.3	-0.902	0.401	0.403	0.646	0.859	1.05	0.99	1.135	1.067
GNF-00-0526-5527-3	SID11341240	6236	KNS-81-ECHO	KNS-81	69875	=	0.439	0.325	0.965		1.2	0.262	-0.526	0.382	0.416	0.701	0.691	0.967	1.006	1.165	1.165
GNF-00-0526-5527-3	SID11341240	6236	KNS-81-ECHO	KNS-81	69875	=	3.085	1.468	0.925	Flat Curve	1.2	0.0	-0.409	0.432	0.454	0.77	0.835	0.981	1.111	0.998	1.277
GNF-00-0526-5527-3	SID11341240	6519	KP-1N-ECHO	KP-1N	72423	>	20.0		0.979		1.073	0.3	-0.516	0.69	0.77	0.645	1.015	1.028	1.056	1.039	1.072
GNF-00-0526-5527-3	SID11341240	6519	KP-1N-ECHO	KP-1N	72423	>	20.0		0.836		0.916	0.0	-3.33	0.506	0.95	0.92	0.966	0.993	0.843	0.802	0.93
GNF-00-0526-5527-3	SID11341240	6519	KP-1N-ECHO	KP-1N	72423	>	20.0				0.83	0.3		0.615	1.046	1.148	0.86	0.687	0.645	0.761	0.83
GNF-00-0526-5527-3	SID11341240	6391	KP-2-ECHO	KP-2	71080	>	20.0				1.188	0.3		1.016	1.173	1.1	1.162	0.977	1.091	0.955	1.188
GNF-00-0526-5527-3	SID11341240	6391	KP-2-ECHO	KP-2	71080	>	20.0				1.2	0.3		0.975	1.023	0.864	1.173	1.047	1.084	0.916	1.208
GNF-00-0526-5527-3	SID11341240	6391	KP-2-ECHO	KP-2	71080	>	20.0				1.189	0.3		0.987	1.221	1.094	0.981	1.002	1.2	1.096	1.189
GNF-00-0526-5527-3	SID11341240	6301	KP-3-ECHO	KP-3	69893	>	20.0				1.018	0.3		0.636	0.915	0.908	0.927	1.099	1.159	1.144	1.018
GNF-00-0526-5527-3	SID11341240	6301	KP-3-ECHO	KP-3	69893	=	15.442	7.232	0.909	Missing Bottom	1.071	0.0	-0.869	0.486	0.76	0.966	0.812	1.153	1.013	1.148	0.961
GNF-00-0526-5527-3	SID11341240	6301	KP-3-ECHO	KP-3	69893	>	20.0		0.877		1.182	0.041	-0.33	0.572	0.889	0.77	0.918	1.047	1.112	1.119	1.128
GNF-00-0526-5527-3	SID11341240	6566	KS-1-ECHO	KS-1	72424	=	0.839	1.231	0.955		1.006	0.046	-0.795	0.1264	0.2202	0.682	0.708	0.928	0.816	1.112	0.975
GNF-00-0526-5527-3	SID11341240	6566	KS-1-ECHO	KS-1	72424	=	0.444	0.194	0.927		1.2	0.127	-0.753	0.1956	0.2325	0.542	0.642	1.026	1.188	0.948	1.328
GNF-00-0526-5527-3	SID11341240	6566	KS-1-ECHO	KS-1	72424	=								0.1628	0.1974	0.447	1.067	1.136	1.147	0.987	0.97
GNF-00-0526-5527-3	SID11341240	6476	KYSE-150-ECHO	KYSE-150	70846	=					1.2	0.247		0.2465	0.575	0.573	1.451	0.678	0.2465	0.739	1.366
GNF-00-0526-5527-3	SID11341240	6476	KYSE-150-ECHO	KYSE-150	70846	=	10.408	3.288	0.864		0.813	0.0	-2.975	0.1018	0.731	0.812	0.622	0.805	0.984	0.842	0.572
GNF-00-0526-5527-3	SID11341240	6476	KYSE-150-ECHO	KYSE-150	70846	=								0.1941	0.77	1.218	0.471	0.319	0.552	1.033	1.107
GNF-00-0526-5527-3	SID11341240	6417	KYSE-30-ECHO	KYSE-30	70576	>	20.0				0.8	0.3		0.544	0.788	0.627	0.867	0.846	0.85	1.071	0.795
GNF-00-0526-5527-3	SID11341240	6417	KYSE-30-ECHO	KYSE-30	70576	>	5.0		0.508		1.012	0.3	-0.33		0.696	0.884	0.72	0.843	0.959	0.851	1.104
GNF-00-0526-5527-3	SID11341240	6372	KYSE-510-ECHO	KYSE-510	69908	>	20.0				1.006	0.3		0.862	0.978	0.989	0.958	1.074	1.145	0.882	1.006
GNF-00-0526-5527-3	SID11341240	6372	KYSE-510-ECHO	KYSE-510	69908	>	20.0				1.156	0.3		0.782	0.996	0.928	0.809	1.04	0.921	0.915	1.156
GNF-00-0526-5527-3	SID11341240	6372	KYSE-510-ECHO	KYSE-510	69908	>	20.0				1.129	0.3		0.87	0.949	0.877	1.017	0.985	1.171	1.05	1.129
GNF-00-0526-5527-3	SID11341240	6302	L3.3-ECHO	L3.3	72425	>	20.0		0.655		1.115	0.3	-1.6	0.898	1.063	1.207	1.089	1.125	1.019	0.844	1.151
GNF-00-0526-5527-3	SID11341240	6302	L3.3-ECHO	L3.3	72425	>	20.0		0.652		1.108	0.0	-2.996	0.863	1.113	1.224	1.138	1	1.113	1.094	1.07
GNF-00-0526-5527-3	SID11341240	6200	LK-2-ECHO	LK-2	73839	=	9.615	7.702	0.797	Curve Extrapolation (Bottom)	1.012	0.0	-0.741	0.325	0.739	0.725	0.859	1.164	1.095	0.846	1.012
GNF-00-0526-5527-3	SID11341240	6200	LK-2-ECHO	LK-2	73839	=	5.606	2.401	0.972	Outlier	0.985	0.0	-0.669	0.2861	1.09	0.759	0.79	0.972	0.947	1.018	0.952
GNF-00-0526-5527-3	SID11341240	6200	LK-2-ECHO	LK-2	73839	=	14.519	3.467	0.916	Curve Extrapolation (Bottom)	0.905	0.0	-2.575	0.2753	0.854	0.847	0.908	0.92	0.814	1.044	0.892
GNF-00-0526-5527-3	SID11341240	6283	LN-18-ECHO	LN-18	69858	>	20.0		0.785		0.99	0.0	-3.33	0.649	1.124	0.948	0.937	0.965	0.943	0.997	1.014
GNF-00-0526-5527-3	SID11341240	6283	LN-18-ECHO	LN-18	69858	>	20.0		0.618		1.003	0.3	-2.485	0.719	0.984	1.059	0.983	0.94	1.116	0.863	1.058
GNF-00-0526-5527-3	SID11341240	6283	LN-18-ECHO	LN-18	69858	>	20.0				1.086	0.3		0.749	0.968	0.957	1.037	1.206	0.941	1.041	1.086
GNF-00-0526-5527-3	SID11341240	6360	LN-229-ECHO	LN-229	69917	=	5.847	2.294	0.967	Missing Bottom	1.069	0.0	-0.696	0.3123	0.541	0.867	0.903	0.996	0.994	0.743	1.143
GNF-00-0526-5527-3	SID11341240	6360	LN-229-ECHO	LN-229	69917	=	5.682	2.328	0.941	Missing Bottom	0.978	0.0	-0.927	0.2429	0.476	0.885	0.785	0.995	0.967	0.957	1.032
GNF-00-0526-5527-3	SID11341240	6360	LN-229-ECHO	LN-229	69917	=	3.258	1.242	0.979		1.016	0.212	-0.933	0.327	0.564	0.732	0.984	0.989	1.04	0.958	1.023
GNF-00-0526-5527-3	SID11341240	6335	LOU-NH91-ECHO	LOU-NH91	69961	>	20.0				0.817	0.3		0.968	0.922	0.98	0.941	1.014	1.108	0.92	0.817
GNF-00-0526-5527-3	SID11341240	6335	LOU-NH91-ECHO	LOU-NH91	69961	>	20.0				1.169	0.3		0.889	0.927	0.974	0.961	1.084	1.06	0.946	1.169
GNF-00-0526-5527-3	SID11341240	6335	LOU-NH91-ECHO	LOU-NH91	69961	>	20.0				1.023	0.3		0.877	0.95	0.925	0.904	0.989	1.118	1.079	1.023
GNF-00-0526-5527-3	SID11341240	6303	LoVo-ECHO	LoVo	69894	=	19.351	4.013	0.94	Missing Bottom	1.038	0.0	-1.456	0.503	0.925	0.986	0.985	1.027	1.075	1.127	0.992
GNF-00-0526-5527-3	SID11341240	6303	LoVo-ECHO	LoVo	69894	>	20.0		0.964		1.0	0.0	-1.636	0.506	0.923	0.927	1.047	1.003	1.026	0.976	1
GNF-00-0526-5527-3	SID11341240	6303	LoVo-ECHO	LoVo	69894	=	18.056	3.211	0.897	Missing Bottom	1.049	0.0	-1.598	0.478	0.946	0.985	0.961	1.152	1.026	1	1.138
