CCLE name	Cell line primary name	Cell line aliases	Gender	Site Primary	Histology	Hist Subtype1	Notes	Source	Expression arrays	SNP arrays	Oncomap	Hybrid Capture Sequencing
HDQP1_BREAST	HDQ-P1		F	breast	carcinoma	ductal_carcinoma		DSMZ	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_H05_523478	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_E02_490412	yes	
HEC108_ENDOMETRIUM	HEC-108		F	endometrium	carcinoma	adenocarcinoma		HSRRB	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_E11_419774	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_G07_410954	yes	yes
HEC151_ENDOMETRIUM	HEC-151		F	endometrium	carcinoma	adenocarcinoma		HSRRB	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_F01_436468	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_G05_410950	yes	yes
HEC1A_ENDOMETRIUM	HEC-1-A		F	endometrium	carcinoma	adenocarcinoma	Identical lines: HEC-1-A HEC-1-B are subclones of HEC-1 and share high SNP identity	ATCC	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_C11_296058	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_A10_293298	yes	yes
HEC1B_ENDOMETRIUM	HEC-1-B		F	endometrium	carcinoma	adenocarcinoma	Identical lines: HEC-1-A HEC-1-B are subclones of HEC-1 and share high SNP identity	ATCC	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_E10_698932	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C05_698694	yes	yes
HEC251_ENDOMETRIUM	HEC-251		F	endometrium	carcinoma	adenocarcinoma		HSRRB	CASED_p_NCLE_RNA4_HG-U133_Plus_2_H12_383740	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F10_437438	yes	yes
HEC265_ENDOMETRIUM	HEC-265		F	endometrium	carcinoma	adenocarcinoma		HSRRB	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_F03_419766	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_G01_410958	yes	yes
HEC50B_ENDOMETRIUM	HEC-50B		F	endometrium	carcinoma	adenocarcinoma		HSRRB	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_G01_419812	SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_D07_592872	yes	yes
HEC59_ENDOMETRIUM	HEC-59		F	endometrium	carcinoma	adenocarcinoma		HSRRB	GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_H01_587734	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E07_437402	yes	yes
HEC6_ENDOMETRIUM	HEC-6		F	endometrium	carcinoma	adenocarcinoma		HSRRB	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_F10_419784	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D01_437526	yes	yes
HEKTE_KIDNEY	HEK TE	HEK-TE		kidney	other	immortalized_epithelial		Academic Lab / Achilles	RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_C01_767952	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_H03_780240		
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HEL 92.1.7		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	Identical lines: HEL 92.1.7 is a subclone of HEL	ATCC	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_E12_419772	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_G10_410948	yes	yes
HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HEL		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	Identical lines: HEL 92.1.7 is a subclone of HEL	DSMZ	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_B04_698780	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C09_698706	yes	yes
HEP3B217_LIVER	Hep 3B2.1-7	HEP-3B | Hep 3B	M	liver	carcinoma	hepatocellular_carcinoma		ATCC	GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_E10_587624	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_G09_464664	yes	
HEPG2_LIVER	Hep G2		M	liver	carcinoma	hepatocellular_carcinoma	Identical lines: Hep G2 and C3A share high SNP identity	ATCC	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_A09_240866	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C06_256060	yes	yes
HEYA8_OVARY	Hey-A8		F	ovary	carcinoma	NS		Academic Lab	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_G01_240994	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_E02_246708	yes	yes
HGC27_STOMACH	HGC-27			stomach	carcinoma	undifferentiated_adenocarcinoma		ECACC	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_H01_419820	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_C05_411052	yes	yes
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HH		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	adult_T_cell_lymphoma-leukaemia		ATCC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_C05_383644	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_G01_335332	yes	yes
HK2_KIDNEY	HK-2			kidney	other	immortalized_epithelial		ATCC	RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_D07_767832	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_F02_780330		
HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HL-60		F	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia		ATCC	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_F07_240982	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D12_246704	yes	
HLC1_LUNG	HLC-1			lung	carcinoma	adenocarcinoma	Identical lines: HMC-1-8 and HLC-1 share high SNP identity and are probably lung.	RIKEN	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_E08_698868	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F11_592724	yes	
HLE_LIVER	HLE		M	liver	carcinoma	hepatocellular_carcinoma	Identical lines: HLE and HLF share high SNP identity	HSRRB	GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_F03_587732	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_A06_437342	yes	
HLFA_LUNG	HLF-a		F	lung	carcinoma	squamous_cell_carcinoma		ATCC	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_B01_296014	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_F08_437208	yes	yes
HLF_LIVER	HLF		M	liver	carcinoma	hepatocellular_carcinoma	Identical lines: HLE and HLF share high SNP identity	HSRRB	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_A12_241064	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_E06_256108	yes	yes
HMC18_BREAST	HMC-1-8		F	breast	carcinoma	NS	Identical lines: HMC-1-8 and HLC-1 share high SNP identity and are probably lung.	HSRRB	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_H08_419840	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_A10_437568	yes	yes
HMCB_SKIN	HMCB			skin	malignant_melanoma	NS	Identical lines: COLO-699, CHL-1 and HMCB share high SNP identity and are likely to be melanoma	ATCC	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_E10_240964	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_E04_246712	yes	yes
HMEL_BREAST	HMEL			breast	other	immortalized_epithelial		Academic Lab / Achilles	RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_A04_767910	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G07_780268		
HN_UPPER_AERODIGESTIVE_TRACT	HN		M	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma		DSMZ		CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_B12_490428	yes	
HOS_BONE	HOS		F	bone	osteosarcoma	NS	Identical lines: HTK-, HOS and 143B share high SNP identity and are very likely to be osteosarcoma	ATCC	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_A08_436610	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H09_464634	yes	yes
HPAC_PANCREAS	HPAC		F	pancreas	carcinoma	ductal_carcinoma	Identical lines: KCI-MOH1 is a derivative of HPAC 	ATCC	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_B05_698754	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D07_335272	yes	
HPAFII_PANCREAS	HPAF-II		M	pancreas	carcinoma	ductal_carcinoma		ATCC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_A06_383730	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_C04_411050	yes	yes
HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HPB-ALL		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia		DSMZ	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_D05_523614	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_D06_542944	yes	yes
HRT18_LARGE_INTESTINE	HRT-18		M	large_intestine	carcinoma	adenocarcinoma	Identical lines: HRT18, HCT15 and DLD1 share high SNP identity	ECACC		MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_A02_578394	yes	yes
HS172T_URINARY_TRACT	Hs 172.T		M	urinary_tract	carcinoma	NS		ATCC	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_B09_523490	SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_A02_592978	yes	yes
HS229T_LUNG	Hs 229.T		M	lung	carcinoma	adenocarcinoma		ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_E03_454660	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_F01_464686	yes	yes
HS255T_LARGE_INTESTINE	Hs 255.T		F	large_intestine	carcinoma	adenocarcinoma		ATCC	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_D10_569526		yes	
HS274T_BREAST	Hs 274.T		F	breast	carcinoma	NS		ATCC	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_B05_474706	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_C04_542930	yes	
HS281T_BREAST	Hs 281.T		F	breast	carcinoma	NS		ATCC	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_A09_474590	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_D05_542840	yes	yes
HS294T_SKIN	Hs 294T		M	skin	malignant_melanoma	NS	Isolated from the same donor tissue as A101D	ATCC	PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_B05_257630	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_H09_578438	yes	
HS343T_BREAST	Hs 343.T		F	breast	carcinoma	NS		ATCC	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_D01_474640	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_G05_578300	yes	yes
HS571T_OVARY	Hs 571.T		F	ovary	carcinoma	NS	Identical lines: TOV-112D and Hs 571.T share high SNP identity	ATCC	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_C07_240910	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_B12_256048	yes	yes
HS578T_BREAST	Hs 578T		F	breast	carcinoma	ductal_carcinoma		ATCC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_C01_383628	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F02_335310	yes	yes
HS600T_SKIN	Hs 600.T			skin	malignant_melanoma	NS		ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_F05_454694	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_B04_490386	yes	yes
HS604T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Hs 604.T		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma		ATCC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_F03_383718	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_D05_411026	yes	yes
HS606T_BREAST	Hs 606.T		F	breast	carcinoma	NS		ATCC	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_H08_296172	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_A11_437328	yes	
HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Hs 611.T		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma		ATCC	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_D05_436566	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_G01_437230	yes	yes
HS616T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Hs 616.T		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma		ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_F04_454684	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_F11_464674	yes	yes
HS618T_LUNG	Hs 618.T		F	lung	carcinoma	adenocarcinoma		ATCC	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_H06_436442	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D09_437422	yes	yes
HS675T_LARGE_INTESTINE	Hs 675.T		M	large_intestine	carcinoma	NS		ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_B04_454590	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H08_464646	yes	yes
HS683_CENTRAL_NERVOUS_SYSTEM	Hs 683		M	central_nervous_system	glioma	NS		ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_G01_454710	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_D02_437280	yes	yes
HS688AT_SKIN	Hs 688(A).T		M	skin	malignant_melanoma	NS		ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_E06_454670	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_H12_490414	yes	yes
HS695T_SKIN	Hs 695T		M	skin	malignant_melanoma	NS		ATCC	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_D06_240932	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_B09_246650	yes	yes
HS698T_LARGE_INTESTINE	Hs 698.T		M	large_intestine	carcinoma	adenocarcinoma		ATCC	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_E10_523570	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_B01_542936	yes	yes
HS706T_BONE	Hs 706.T		F	bone	giant_cell_tumour	NS		ATCC	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_H08_436438	SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_D10_592860	yes	yes
HS729_SOFT_TISSUE	Hs 729		M	soft_tissue	rhabdomyosarcoma	NS		ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_G03_454706	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_F10_464668	yes	yes
HS737T_BONE	Hs 737.T		F	bone	other	giant_cell_tumour		ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_F03_454682	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_A10_490440	yes	yes
HS739T_BREAST	Hs 739.T		F	breast	carcinoma	NS		ATCC	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_E11_436480	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_D01_437282	yes	yes
HS742T_BREAST	Hs 742.T		F	breast	carcinoma	NS		ATCC	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_A01_698800	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_E08_578426	yes	yes
HS746T_STOMACH	Hs 746T		M	stomach	carcinoma	NS		ATCC	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_E09_436476	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_G06_437370	yes	yes
HS751T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Hs 751.T			haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma		ATCC	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_B12_569522	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_D05_578412	yes	yes
HS766T_PANCREAS	Hs 766T		M	pancreas	carcinoma	ductal_carcinoma		ATCC	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_B12_240896	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_A08_256016	yes	yes
HS819T_BONE	Hs 819.T		M	bone	chondrosarcoma	NS		ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_C01_454612	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_H01_578274	yes	yes
HS821T_BONE	Hs 821.T		F	bone	giant_cell_tumour	NS		ATCC	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_B10_474642	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_E04_542932	yes	yes
HS822T_BONE	Hs 822.T		F	bone	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS		ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_E08_454666	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_A03_578306	yes	yes
HS834T_SKIN	Hs 834.T		F	skin	malignant_melanoma	NS		ATCC	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_B10_523628		yes	yes
HS839T_SKIN	Hs 839.T		F	skin	malignant_melanoma	NS		ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_B10_454602	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D08_437512	yes	yes
HS840T_UPPER_AERODIGESTIVE_TRACT	Hs 840.T		M	upper_aerodigestive_tract	other	papilloma		ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_D07_454646	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C11_437498	yes	yes
HS852T_SKIN	Hs 852.T		M	skin	malignant_melanoma	NS		ATCC	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_A06_474676	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G01_698590	yes	yes
HS863T_BONE	Hs 863.T		F	bone	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS		ATCC	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_B08_474720	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_A04_542844	yes	yes
HS870T_BONE	Hs 870.T			bone	osteosarcoma	NS		ATCC	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_H07_436444	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_D02_490432	yes	
HS888T_BONE	Hs 888.T		M	bone	osteosarcoma	NS		ATCC	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_D03_474638	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_H01_542876	yes	yes
HS895T_SKIN	Hs 895.T		F	skin	malignant_melanoma	NS		ATCC	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_B12_436534	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_G12_464662	yes	yes
HS934T_SKIN	Hs 934.T		F	skin	malignant_melanoma	NS		ATCC	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_A10_474662	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_F04_578402	yes	yes
HS936T_SKIN	Hs 936.T		M	skin	malignant_melanoma	NS		ATCC	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_H03_436486	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F09_437436	yes	yes
HS939T_SKIN	Hs 939.T		F	skin	malignant_melanoma	NS		ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_B11_454608	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D10_437420	yes	
HS940T_SKIN	Hs 940.T		M	skin	malignant_melanoma	NS		ATCC	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_D03_436524	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_E09_578364	yes	yes
HS944T_SKIN	Hs 944.T		M	skin	malignant_melanoma	NS		ATCC	PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_B07_257634	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_A04_256008	yes	yes
HSC2_UPPER_AERODIGESTIVE_TRACT	HSC-2		M	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma		HSRRB	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_C09_419726	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F11_437432	yes	yes
HSC3_UPPER_AERODIGESTIVE_TRACT	HSC-3		M	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma		HSRRB	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_G03_419808	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G02_437430	yes	yes
HSC4_UPPER_AERODIGESTIVE_TRACT	HSC-4		M	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma		HSRRB	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_G04_419802	SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_D02_592876	yes	yes
HT1080_SOFT_TISSUE	HT-1080		M	soft_tissue	fibrosarcoma	NS		ATCC	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_D08_436576	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E05_437252	yes	yes
HT115_LARGE_INTESTINE	HT115			large_intestine	carcinoma	NS		ECACC	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_F05_698832	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G08_698736	yes	yes
HT1197_URINARY_TRACT	HT-1197		M	urinary_tract	carcinoma	NS		ATCC	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_H08_569488	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D02_256076	yes	
HT1376_URINARY_TRACT	HT-1376		F	urinary_tract	carcinoma	transitional_cell_carcinoma		ATCC	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_D01_240922	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_E03_256102	yes	yes
HT144_SKIN	HT-144		M	skin	malignant_melanoma	NS		ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_B08_454598	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_C10_437272	yes	yes
HT29_LARGE_INTESTINE	HT-29		F	large_intestine	carcinoma	adenocarcinoma		ATCC	PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_B02_257624	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_B01_256026	yes	yes
HT55_LARGE_INTESTINE	HT55			large_intestine	carcinoma	adenocarcinoma		ECACC	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_F07_569566	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_E12_698606	yes	yes
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HT		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	B_cell_lymphoma_unspecified		ATCC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_G12_383614	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_G09_410942	yes	yes
HTK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HTK-		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	Identical lines: HTK-, HOS and 143B share high SNP identity and are very likely to be osteosarcoma	ECACC	GAZER_p_NCLE_Expr_P13_HG-U133_Plus_2_C12_779702	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_B09_578378	yes	yes
HUCCT1_BILIARY_TRACT	HuCCT1		M	biliary_tract	carcinoma	NS		HSRRB	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_E07_419756	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B07_437528	yes	yes
HUG1N_STOMACH	HuG1-N		M	stomach	carcinoma	NS		RIKEN	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_H04_419832	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_C12_411034	yes	yes
HUH1_LIVER	huH-1		M	liver	carcinoma	hepatocellular_carcinoma		HSRRB	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_H09_241034	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_G09_437360	yes	
HUH28_BILIARY_TRACT	HuH28			biliary_tract	carcinoma	NS		HSRRB	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_F01_419770	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_G06_592642	yes	yes
HUH6_LIVER	HuH-6			liver	other	hepatoblastoma		RIKEN	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_C09_698870	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D04_592756	yes	yes
HUH7_LIVER	HuH-7		M	liver	carcinoma	hepatocellular_carcinoma		HSRRB	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_C11_419730	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_H12_437494	yes	yes
HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HuNS1		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma		ATCC	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_A09_436608	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_A02_464620	yes	yes
HUPT3_PANCREAS	HUP-T3		M	pancreas	carcinoma	NS		DSMZ	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_H10_241228	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_G01_293424	yes	yes
HUPT4_PANCREAS	HUP-T4		M	pancreas	carcinoma	NS		DSMZ	PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_E04_257700	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_B10_335230	yes	yes
HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HuT 102		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	mycosis_fungoides-Sezary_syndrome		ATCC	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_F07_436464	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_D01_464554	yes	yes
HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HuT 78		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	mycosis_fungoides-Sezary_syndrome		ATCC	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_A06_436588	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_D04_464548	yes	yes
HUTU80_SMALL_INTESTINE	HuTu 80			small_intestine	carcinoma	adenocarcinoma	Identical lines: HuTu 80 and AZ-521 share high SNP identity. Really is HuTu 82	ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_G09_454730	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B01_437540	yes	
IALM_LUNG	IA-LM		M	lung	carcinoma	large_cell_carcinoma		RIKEN	CASED_p_NCLE_RNA4_HG-U133_Plus_2_F11_383686	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_A01_437562	yes	yes
